

央视频道,#genre#
CCTV-6电影,http://113.117.74.10:8081/hls/6/index.m3u8
CCTV-6电影,http://183.63.15.42:9901/tsfile/live/0006_1.m3u8
CCTV-6电影,http://125.210.152.19:9120/live/hzgq-cctv6gq-h264.m3u8
CCTV-6电影,http://175.10.37.200:9901/tsfile/live/0006_1.m3u8
CCTV-6电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001016/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-6电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6电影,http://111.20.35.103:6610/yinhe/2/ch00000090990000001588/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-6电影,http://123.6.9.146/live/jz-cctv-6/live.m3u8
CCTV-6电影,http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV-6电影,http://183.196.25.171:808/hls/76/index.m3u8
CCTV-7国防军事,http://125.210.152.19:9120/live/hzgq-cctv7gq-h264.m3u8
CCTV-7国防军事,http://175.10.37.200:9901/tsfile/live/0007_1.m3u8
CCTV-7国防军事,http://113.117.74.10:8081/hls/7/index.m3u8
CCTV-7国防军事,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000510003.m3u8
CCTV-7国防军事,http://183.63.15.42:9901/tsfile/live/0007_1.m3u8
CCTV-7国防军事,http://125.210.152.19:9120/live/hzgq-cctv7gq-h264.m3u8
CCTV-7国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-7国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-7国防军事,http://123.6.9.146/live/jz-cctv-7/live.m3u8
CCTV-7国防军事,http://222.240.82.92:9901/tsfile/live/0007_1.m3u8
CCTV-7国防军事,http://183.196.25.171:808/hls/7/index.m3u8
CCTV-8电视剧,http://111.20.40.173/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧,http://111.20.40.172/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧,http://111.20.40.167/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧,http://111.20.40.166/PLTV/88888893/224/3221226391/index.m3u8
CCTV-8电视剧,http://113.117.74.10:8081/hls/8/index.m3u8
CCTV-8电视剧,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203903.m3u8
CCTV-8电视剧,http://183.63.15.42:9901/tsfile/live/0008_1.m3u8
CCTV-8电视剧,http://125.210.152.19:9120/live/hzgq-cctv8gq-h264.m3u8
CCTV-8电视剧,http://175.10.37.200:9901/tsfile/live/0008_1.m3u8
CCTV-8电视剧,http://111.20.35.103:6610/yinhe/2/ch00000090990000001022/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-8电视剧,http://111.20.35.103:6610/yinhe/2/ch00000090990000001849/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-8电视剧,http://111.20.35.103:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8电视剧,http://222.240.82.92:9901/tsfile/live/0008_1.m3u8
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV-8电视剧,http://1.195.111.251:11190/tsfile/live/0008_1.m3u8
CCTV-8电视剧,http://183.196.25.171:808/hls/77/index.m3u8
CCTV-9纪录,http://113.117.74.10:8081/hls/9/index.m3u8
CCTV-9纪录,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000499403.m3u8
CCTV-9纪录,http://123.6.9.146/live/jz-cctv-9/live.m3u8
CCTV-9纪录,http://222.132.191.125:9901/tsfile/live/0009_1.m3u8
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9纪录,http://1.195.111.251:11190/tsfile/live/0009_1.m3u8
CCTV-9纪录,http://183.196.25.171:808/hls/9/index.m3u8
CCTV-9纪录,http://125.210.152.19:9120/live/hzgq-cctvjlgq-h264.m3u8
CCTV-9纪录,http://111.20.35.103:6610/yinhe/2/ch00000090990000001023/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-9纪录,http://111.20.35.103:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教,http://113.117.74.10:8081/hls/10/index.m3u8
CCTV-10科教,http://125.210.152.19:9120/live/hzgq-cctv10gq-h264.m3u8
CCTV-10科教,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000203503.m3u8
CCTV-10科教,http://111.20.35.103:6610/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-10科教,http://111.20.35.103:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教,http://123.6.9.146/live/jz-cctv-10/live.m3u8
CCTV-10科教,http://222.132.191.125:9901/tsfile/live/0002_1.m3u8
CCTV-10科教,http://222.240.82.92:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10科教,http://1.195.111.251:11190/tsfile/live/0010_1.m3u8
CCTV-10科教,http://183.196.25.171:808/hls/10/index.m3u8
CCTV-10科教,http://111.59.63.32:9901/tsfile/live/1017_1.m3u8
CCTV-11戏曲,http://125.210.152.19:9120/live/hzgq-cctv11gq-h264.m3u8
CCTV-11戏曲,http://111.20.35.103:6610/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-11戏曲,http://113.117.74.10:8081/hls/11/index.m3u8
CCTV-11戏曲,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204103.m3u8
CCTV-11戏曲,http://175.10.37.200:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://111.20.35.103:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-11戏曲,http://183.196.25.171:808/hls/11/index.m3u8
CCTV-12社会与法,http://113.117.74.10:8081/hls/12/index.m3u8
CCTV-12社会与法,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000202603.m3u8
CCTV-12社会与法,http://125.210.152.19:9120/live/hzgq-cctv12gq-h264.m3u8
CCTV-12社会与法,http://175.10.37.200:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://111.20.35.103:6610/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-12社会与法,http://111.20.35.103:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-12社会与法,http://123.6.9.146/live/jz-cctv-12/live.m3u8
CCTV-12社会与法,http://222.132.191.125:9901/tsfile/live/0007_1.m3u8
CCTV-12社会与法,http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://183.196.25.171:808/hls/12/index.m3u8
CCTV-13新闻,http://113.117.74.10:8081/hls/13/index.m3u8
CCTV-13新闻,http://125.210.152.19:9120/live/hzgq-cctvnewsgq-h264.m3u8
CCTV-13新闻,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204603.m3u8
CCTV-13新闻,http://111.20.35.103:6610/yinhe/2/ch00000090990000001014/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-13新闻,http://111.20.35.103:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-13新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0
CCTV-13新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13新闻,http://1.195.111.251:11190/tsfile/live/0013_1.m3u8
CCTV-13新闻,http://183.196.25.171:808/hls/13/index.m3u8
CCTV-13新闻,http://222.240.82.92:9901/tsfile/live/0013_1.m3u8
CCTV-14少儿,http://113.117.74.10:8081/hls/14/index.m3u8
CCTV-14少儿,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204403.m3u8
CCTV-14少儿,http://125.210.152.19:9120/live/hzgq-cctvsegq-h264.m3u8
CCTV-14少儿,http://111.20.35.103:6610/yinhe/2/ch00000090990000001019/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-14少儿,http://111.20.35.103:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14少儿,http://123.6.9.146/live/jz-cctv-14/live.m3u8
CCTV-14少儿,http://123.6.9.146/live/jz-cctv-14/live.m3u8?zyangd
CCTV-14少儿,http://222.132.191.125:9901/tsfile/live/0010_1.m3u8
CCTV-14少儿,http://222.240.82.92:9901/tsfile/live/0014_1.m3u8
CCTV-14少儿,http://1.195.111.251:11190/tsfile/live/0014_1.m3u8
CCTV-14少儿,,http://183.196.25.171:808/hls/14/index.m3u8
CCTV-14少儿,http://175.10.37.200:9901/tsfile/live/0014_1.m3u8
CCTV-15音乐,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000205003.m3u8
CCTV-15音乐,http://125.210.152.19:9120/live/hzgq-cctvmusicgq-h264.m3u8
CCTV-15音乐,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-15音乐,http://175.10.37.200:9901/tsfile/live/0015_1.m3u8
CCTV-15音乐,http://111.20.35.103:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-15音乐,http://1.195.111.251:11190/tsfile/live/0015_1.m3u8
CCTV-15音乐,http://183.196.25.171:808/hls/15/index.m3u8
CCTV-16奧林匹克,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2012375003.m3u8
CCTV-16奧林匹克,http://111.20.40.171/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克,http://111.20.40.170/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克,http://111.20.40.169/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克,http://111.20.40.168/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克,http://111.20.40.165/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克,http://111.20.40.164/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克,http://111.20.40.160/PLTV/88888893/224/3221226921/index.m3u8
CCTV-16奧林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV-16奧林匹克,http://125.210.152.19:9120/live/hzgq-cctv16gq-h264.m3u8
CCTV-17农业农村,http://125.210.152.19:9120/live/hzgq-cctv17gq-h264.m3u8
CCTV-17农业农村,http://113.117.74.10:8081/hls/17/index.m3u8
CCTV-17农业农村,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000204203.m3u8
CCTV-17农业农村,http://111.20.35.103:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17农业农村,http://111.20.35.103:6610/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-17农业农村,http://183.196.25.171:808/hls/93/index.m3u8
CCTV音乐,http://113.117.74.10:8081/hls/88/index.m3u8
CCTV电视指南,http://111.20.40.160/PLTV/88888893/224/3221226987/index.m3u8
CCTV电视指南,http://111.20.40.162/PLTV/88888893/224/3221226987/index.m3u8
CCTV电视指南,http://111.20.40.163/PLTV/88888893/224/3221226987/index.m3u8
CCTV电视指南,http://111.20.40.171/PLTV/88888893/224/3221226987/index.m3u8
CCTV电视指南,http://111.20.40.170/PLTV/88888893/224/3221226987/index.m3u8
CCTV风云音乐,http://111.20.40.162/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐,http://111.20.40.163/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐,http://111.20.40.164/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐,http://111.20.40.165/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐,http://111.20.40.170/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐,http://111.20.40.171/PLTV/88888893/224/3221226953/index.m3u8
CCTV风云音乐,http://111.20.40.160/PLTV/88888893/224/3221226953/index.m3u8
CCTV第一剧场,http://111.20.40.160/PLTV/88888893/224/3221226959/index.m3u8
CCTV第一剧场,http://111.20.40.162/PLTV/88888893/224/3221226959/index.m3u8
CCTV第一剧场,http://111.20.40.163/PLTV/88888893/224/3221226959/index.m3u8
CCTV第一剧场,http://111.20.40.170/PLTV/88888893/224/3221226959/index.m3u8
CCTV第一剧场,http://111.20.40.171/PLTV/88888893/224/3221226959/index.m3u8
CCTV风云剧场,http://111.20.40.160/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场,http://111.20.40.162/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场,http://111.20.40.163/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场,http://111.20.40.164/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场,http://111.20.40.165/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场,http://111.20.40.170/PLTV/88888893/224/3221226950/index.m3u8
CCTV风云剧场,http://111.20.40.171/PLTV/88888893/224/3221226950/index.m3u8
CCTV怀旧剧场,http://111.20.40.160/PLTV/88888893/224/3221226972/index.m3u8
CCTV怀旧剧场,http://111.20.40.162/PLTV/88888893/224/3221226972/index.m3u8
CCTV怀旧剧场,http://111.20.40.163/PLTV/88888893/224/3221226972/index.m3u8
CCTV怀旧剧场,http://111.20.40.170/PLTV/88888893/224/3221226972/index.m3u8
CCTV怀旧剧场,http://111.20.40.171/PLTV/88888893/224/3221226972/index.m3u8
CCTV世界地理,http://111.20.40.160/PLTV/88888893/224/3221226947/index.m3u8
CCTV世界地理,http://111.20.40.162/PLTV/88888893/224/3221226947/index.m3u8
CCTV世界地理,http://111.20.40.163/PLTV/88888893/224/3221226947/index.m3u8
CCTV世界地理,http://111.20.40.170/PLTV/88888893/224/3221226947/index.m3u8
CCTV世界地理,http://111.20.40.171/PLTV/88888893/224/3221226947/index.m3u8
CCTV世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV世界地理,http://218.17.216.102:9901/tsfile/live/1068_1.m3u8
CCTV兵器科技,http://111.20.40.160/PLTV/88888893/224/3221226975/index.m3u8
CCTV兵器科技,http://111.20.40.162/PLTV/88888893/224/3221226975/index.m3u8
CCTV兵器科技,http://111.20.40.163/PLTV/88888893/224/3221226975/index.m3u8
CCTV兵器科技,http://111.20.40.170/PLTV/88888893/224/3221226975/index.m3u8
CCTV兵器科技,http://111.20.40.171/PLTV/88888893/224/3221226975/index.m3u8
CCTV兵器科技,http://42.176.185.28:9901/tsfile/live/1034_1.m3u8
CCTV中央文化精品,http://111.20.40.164/PLTV/88888893/224/3221226981/index.m3u8
CCTV中央文化精品,http://111.20.40.165/PLTV/88888893/224/3221226981/index.m3u8
CCTV中央文化精品,http://111.20.40.166/PLTV/88888893/224/3221226981/index.m3u8
CCTV中央文化精品,http://111.20.40.167/PLTV/88888893/224/3221226981/index.m3u8
CCTV中央文化精品,http://111.20.40.160/PLTV/88888893/224/3221226981/index.m3u8
CCTV女性时尚,http://111.20.40.171/PLTV/88888893/224/3221226969/index.m3u8
CCTV女性时尚,http://111.20.40.170/PLTV/88888893/224/3221226969/index.m3u8
CCTV女性时尚,http://111.20.40.163/PLTV/88888893/224/3221226969/index.m3u8
CCTV女性时尚,http://111.20.40.162/PLTV/88888893/224/3221226969/index.m3u8
风云足球,http://111.20.40.170/PLTV/88888893/224/3221226984/index.m3u8
CCTV高尔夫网球,http://111.20.40.170/PLTV/88888893/224/3221226978/index.m3u8
CCTV4k,http://58.205.220.58:8088/tlivectfree-cdn.ysp.cctv.cn/ysp/2000266303.m3u8
CCTV央視文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
CCTV央視檯球,http://218.17.216.102:9901/tsfile/live/1066_1.m3u8
CCTV風雲足球,http://42.176.185.28:9901/tsfile/live/1017_1.m3u8
CCTV風雲足球,http://218.17.216.102:9901/tsfile/live/1065_1.m3u8
CCTV風雲音樂,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
CCTV風雲音樂,http://218.17.216.102:9901/tsfile/live/1073_1.m3u8
CCTV風雲劇場,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
CCTV風雲劇場,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8
CCTV風雲劇場,http://218.17.216.102:9901/tsfile/live/1070_1.m3u8
CCTV第一劇場,http://218.17.216.102:9901/tsfile/live/1072_1.m3u8
CCTV電視指南,http://218.17.216.102:9901/tsfile/live/1064_1.m3u8
CCTV懷舊劇場,http://218.17.216.102:9901/tsfile/live/1069_1.m3u8
CCTV央視文化,http://218.17.216.102:9901/tsfile/live/1071_1.m3u8
CGTN俄语,http://liveru.cgtn.com/1000r/prog_index.m3u8
CGTN-国际频道,http://live.cgtn.com/1000/prog_index.m3u8
CGTN西班牙,http://livees.cgtn.com/500e/prog_index.m3u8
卫视频道,#genre#
湖北卫视,http://113.117.74.10:8081/hls/94/index.m3u8
湖北卫视,http://113.117.74.10:8081/hls/51/index.m3u8
湖北卫视,http://125.210.152.19:9120/live/hzgq-hbwsgq-h264.m3u8
湖北卫视,http://1.195.111.251:11190/tsfile/live/0132_1.m3u8
湖北卫视,http://115.149.139.141:10001/tsfile/live/1027_1.m3u8
湖北卫视,http://222.240.82.92:9901/tsfile/live/0132_1.m3u8
